timestamp,symbol,option_type,strike,latest_trade_price,latest_quote_bid,latest_quote_ask,implied_volatility,delta,gamma,theta,vega,rho,price
2025-07-15T08:40:33.831757,SPY250715P00627000,put,627.0,3.13,1.73,1.75,0.2066483480932576,-0.5456697038141215,0.058522469598804236,-1.2947662384720884,0.12988204732719413,-0.009445857576932094,626.1
2025-07-15T08:40:33.831757,SPY250715P00621000,put,621.0,0.74,0.15,0.16,0.19443283215056995,-0.20547598233186315,0.04465210061623727,-0.8887292892134083,0.09324081051123825,-0.003544890754465194,626.1
2025-07-15T08:40:33.831757,SPY250715P00629000,put,629.0,4.71,3.07,3.12,0.23674755774272732,-0.6389545906909054,0.048267916352423806,-1.3973143017474068,0.1227265715628272,-0.011089300526892491,626.1
2025-07-15T08:40:33.831757,SPY250715P00623000,put,623.0,1.24,0.33,0.38,0.19314504579645345,-0.3051733728928798,0.05535317411990956,-1.082509925703885,0.11482082042975834,-0.005268741062143344,626.1
2025-07-15T08:40:33.831757,SPY250715C00633000,call,633.0,0.04,0.01,0.02,0.10899738085851172,0.02909574998556279,0.018570799754192152,-0.12096513253825887,0.02173908258730471,0.0004979958648208451,626.1
2025-07-15T08:40:33.831757,SPY250715P00622000,put,622.0,0.97,0.26,0.27,0.1942431165235344,-0.25310302640486115,0.05024691940622426,-0.9962001912303574,0.10482131924499771,-0.004368159036495439,626.1
2025-07-15T08:40:33.831757,SPY250715P00630000,put,630.0,5.55,4.03,4.05,0.2515192378070661,-0.6753344735180052,0.043646314638706656,-1.4240225175563088,0.11789987115950859,-0.011736353804647208,626.1
2025-07-15T08:40:33.831757,SPY250715P00633000,put,633.0,8.42,6.99,7.11,0.3160646217544774,-0.7408473342321559,0.031262891429332564,-1.612354113469971,0.10612056948801354,-0.012938753861993231,626.1
2025-07-15T08:40:33.831757,SPY250715P00624000,put,624.0,1.56,0.54,0.55,0.1917362023575995,-0.3618800105289166,0.059646225527355885,-1.1462349047358695,0.1228235457222942,-0.006250221221702868,626.1
2025-07-15T08:40:33.831757,SPY250715C00622000,call,622.0,3.57,4.26,4.31,0.01,1.0,2.693781223309001e-36,-0.08519380826798263,2.8930561616778317e-37,0.017038761653596527,626.1
2025-07-15T08:40:33.831757,SPY250715C00629000,call,629.0,0.28,0.25,0.26,0.0912301224313768,0.17446539952376489,0.08605224502217458,-0.3995197152956596,0.08431308997068421,0.0029850078531998285,626.1
2025-07-15T08:40:33.831757,SPY250715P00620000,put,620.0,0.58,0.14,0.15,0.19770186824901592,-0.16738977357958618,0.038670999683149146,-0.7972190551867754,0.08210899105586027,-0.002887198280498055,626.1
2025-07-15T08:40:33.831757,SPY250715C00624000,call,624.0,2.21,2.57,2.61,0.0396232634317926,0.9542017167763425,0.07403590350512762,-0.14395404629827652,0.031505557258142323,0.016307279311607317,626.1
2025-07-15T08:40:33.831757,SPY250715P00628000,put,628.0,3.83,2.36,2.43,0.2162266195600125,-0.5986918491708304,0.05456774381235308,-1.3181218872208642,0.12671840545645996,-0.01037454703468101,626.1
2025-07-15T08:40:33.831757,SPY250715C00621000,call,621.0,4.35,5.32,5.36,0.01,1.0,1.868318844748829e-55,-0.0850568407305743,2.006529446047515e-56,0.01701136814611486,626.1
2025-07-15T08:40:33.831757,SPY250715C00626000,call,626.0,1.16,1.3,1.31,0.08143718068461199,0.5285958472503244,0.14909822314270132,-0.5761625136997236,0.13040364809907415,0.00903544821817611,626.1
2025-07-15T08:40:33.831757,SPY250715P00631000,put,631.0,6.42,4.92,5.03,0.2666178864487632,-0.7060305227657447,0.0394252647548573,-1.4435012923631243,0.11289077198487471,-0.012286731789140626,626.1
2025-07-15T08:40:33.831757,SPY250715C00620000,call,620.0,5.22,6.23,6.36,0.011526359847683576,1.0,1.6786035162948212e-59,-0.08491987319316598,2.0779488148232635e-60,0.016983974638633194,626.1
2025-07-15T08:40:33.831757,SPY250715P00626000,put,626.0,2.52,1.19,1.21,0.1998033437368055,-0.4865976892853402,0.060892650498853076,-1.2632946238574156,0.13066587264573773,-0.008415857897576755,626.1
2025-07-15T08:40:33.831757,SPY250715P00625000,put,625.0,1.99,0.81,0.83,0.19437800001141406,-0.42411177395423794,0.06149105206440185,-1.2109391162651388,0.12836705447489855,-0.007329489908842423,626.1
2025-07-15T08:40:33.831757,SPY250715C00628000,call,628.0,0.48,0.47,0.48,0.08936670484857241,0.268898288990338,0.1126677235135148,-0.5061842299890249,0.1081358771208454,0.004599375855804129,626.1
2025-07-15T08:40:33.831757,SPY250715C00625000,call,625.0,1.63,1.9,1.94,0.07027975795416302,0.6974564278146407,0.15153720317087663,-0.46151990398406983,0.114378413336393,0.011919108752184836,626.1
2025-07-15T08:40:33.831757,SPY250715C00631000,call,631.0,0.1,0.07,0.08,0.09892267813754052,0.0698977742244664,0.04137049633872031,-0.22337496022448486,0.043952252795444444,0.0011962464778613037,626.1
2025-07-15T08:40:33.831757,SPY250715P00619000,put,619.0,0.44,0.07,0.12,0.19930214187670534,-0.1331535903001133,0.032928996190028904,-0.6908911718414276,0.07048310064264193,-0.0022960948736137255,626.1
2025-07-15T08:40:33.831757,SPY250715P00632000,put,632.0,7.48,5.95,6.1,0.2972310504018904,-0.7211577197934333,0.03448885557936209,-1.5733059948105692,0.11009497649696351,-0.01257525611952517,626.1
2025-07-15T08:40:33.831757,SPY250715C00630000,call,630.0,0.18,0.09,0.1,0.09694893465736393,0.11620602984166956,0.06154736214323191,-0.32058392801445,0.06408361881610422,0.0019883998707909403,626.1
2025-07-15T08:40:33.831757,SPY250715C00623000,call,623.0,2.85,3.37,3.51,0.01,1.0,2.9140410081254988e-21,-0.08533077580539096,3.1296098662323705e-22,0.017066155161078192,626.1
2025-07-15T08:40:33.831757,SPY250715C00632000,call,632.0,0.06,0.05,0.06,0.10303791509893506,0.04354211199385646,0.027335381973075234,-0.15956801354163985,0.03024939914253953,0.0007452525019000971,626.1
2025-07-15T08:40:33.831757,SPY250715C00619000,call,619.0,6.11,7.1,7.13,0.01,1.0,3.15893796025096e-106,-0.08478290565575763,3.392623295159748e-107,0.016956581131151525,626.1
